,location,size,total_sqft,bath,price
836,Electronic City,2.0,1128.0,2.0,68.75
839,Nagarbhavi,2.0,1200.0,2.0,150.0
841,Kanakpura Road,2.0,1339.0,2.0,75.0
843,7th Phase JP Nagar,2.0,1040.0,2.0,39.52
844,Kadugodi,2.0,1198.0,2.0,58.0
845,other,4.0,1200.0,3.0,95.0
846,Sarjapur  Road,3.0,1691.0,3.0,113.0
848,1st Block Jayanagar,3.0,1630.0,3.0,194.0
850,Bannerghatta Road,2.0,1122.5,2.0,58.935
853,Brookefield,2.0,1142.0,2.0,70.0
854,other,3.0,1976.0,3.0,184.0
856,Kothannur,3.0,1853.0,3.0,82.0
858,Kasturi Nagar,2.0,1567.0,2.0,92.0
859,Talaghattapura,2.0,1090.0,2.0,27.24
863,Subramanyapura,2.0,1200.0,2.0,52.0
864,Kodichikkanahalli,2.0,995.0,2.0,41.0
865,Magadi Road,2.0,884.0,2.0,41.1
868,KR Puram,2.0,1225.0,2.0,46.55
869,Electronic City,2.0,1342.0,2.0,73.3
870,Uttarahalli,2.0,1345.0,2.0,67.0
871,Kodigehaali,3.0,1320.0,3.0,65.0
873,Raja Rajeshwari Nagar,2.0,1140.0,2.0,49.39
874,Battarahalli,2.0,1300.0,2.0,50.0
875,Hosa Road,3.0,1652.0,3.0,85.0
877,Arekere,3.0,1740.0,2.0,95.0
878,Electronic City,3.0,1360.0,2.0,71.0
881,Sarjapur  Road,2.0,1278.0,2.0,95.0
882,Electronic City Phase II,1.0,630.0,1.0,40.0
884,other,3.0,1200.0,3.0,95.0
886,Chandapura,1.0,582.5,1.0,15.135
888,Hosur Road,5.0,3300.0,5.0,240.0
889,Basaveshwara Nagar,5.0,4500.0,5.0,415.0
890,Gunjur,3.0,1356.0,2.0,66.0
893,Ramamurthy Nagar,2.0,1050.0,2.0,37.0
896,7th Phase JP Nagar,2.0,1070.0,2.0,42.79
897,Varthur,2.0,1385.0,2.0,80.0
898,Varthur,1.0,1000.0,1.0,70.0
899,Whitefield,3.0,1897.0,3.0,130.0
900,Magadi Road,2.0,1005.0,2.0,55.78
901,Green Glen Layout,3.0,1575.0,3.0,125.0
902,Subramanyapura,2.0,975.0,2.0,65.0
903,Hennur Road,3.0,1904.0,3.0,120.0
904,Kengeri Satellite Town,1.0,930.0,1.0,30.0
905,Kanakpura Road,1.0,525.0,1.0,26.0
906,other,1.0,686.0,1.0,17.0
907,Electronic City Phase II,2.0,2400.0,3.0,150.0
908,other,2.0,1410.0,1.0,233.0
909,Sarjapur  Road,3.0,2238.0,3.0,140.0
910,Harlur,2.0,1174.0,2.0,69.0
911,Thubarahalli,4.0,3800.0,4.0,239.0
912,Whitefield,3.0,2225.0,2.0,125.0
913,other,2.0,1250.0,2.0,200.0
914,Jigani,2.0,918.0,2.0,52.0
915,Mahadevpura,2.0,1250.0,2.0,52.0
916,Sarjapur  Road,3.0,1800.0,3.0,110.0
917,Marathahalli,2.0,1170.0,2.0,53.0
919,Bannerghatta Road,2.0,793.0,2.0,45.0
920,Jakkur,3.0,1710.0,3.0,107.0
921,Kambipura,3.0,1082.0,2.0,57.5
923,other,4.0,1500.0,4.0,180.0
928,Bellandur,5.0,4239.0,5.0,423.0
929,Konanakunte,2.0,884.0,1.0,58.0
930,Hosa Road,2.0,1045.0,2.0,98.89
931,Marathahalli,2.0,1019.0,2.0,49.86
932,Ambedkar Nagar,3.0,1935.0,4.0,130.0
934,Lakshminarayana Pura,3.0,1680.0,3.0,150.0
935,Hebbal,4.0,2470.0,5.0,247.0
937,Hosakerehalli,3.0,2480.0,3.0,330.0
939,Ramamurthy Nagar,5.0,1800.0,4.0,187.0
941,Whitefield,4.0,4348.5,2.0,304.0
942,Attibele,1.0,400.0,1.0,11.0
943,Kundalahalli,2.0,1047.0,2.0,82.0
945,NGR Layout,2.0,1020.0,2.0,45.9
948,Kasavanhalli,4.0,3260.0,4.0,240.0
950,Koramangala,4.0,3500.0,5.0,425.0
951,other,3.0,1500.0,2.0,95.0
952,Sahakara Nagar,3.0,1500.0,2.0,95.0
953,Yelahanka,4.0,3206.0,5.0,270.0
955,Hosa Road,3.0,1639.0,3.0,80.0
957,Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.79
958,Koramangala,2.0,1005.0,1.0,110.0
959,Kammasandra,1.0,657.5,1.0,18.41
962,other,2.0,1300.0,1.0,115.0
964,Seegehalli,2.0,901.0,2.0,35.14
966,Sarjapur,3.0,900.0,2.0,42.0
967,BEML Layout,2.0,1060.0,2.0,55.0
968,NGR Layout,2.0,1020.0,2.0,48.45
969,Varthur,3.0,1535.0,3.0,65.99
970,other,1.0,530.0,1.0,20.0
974,Uttarahalli,2.0,1175.0,2.0,47.0
977,Ramamurthy Nagar,5.0,1640.0,4.0,240.0
978,Giri Nagar,2.0,650.0,2.0,42.0
979,Marathahalli,2.0,1325.0,2.0,71.55
981,Jakkur,3.0,1396.0,2.0,86.51
983,Thanisandra,3.0,1825.0,3.0,100.0
984,7th Phase JP Nagar,2.0,1190.0,2.0,49.98
985,Marathahalli,2.0,1220.0,2.0,56.5
987,Hennur Road,3.0,1891.0,3.0,109.0
989,Hosa Road,2.0,1161.0,2.0,55.15
990,Sarjapur,1.0,649.5,1.0,17.535
993,Yeshwanthpur,1.0,665.0,1.0,36.85
994,Mysore Road,2.0,1175.0,2.0,73.5
995,Hoodi,2.0,1425.0,2.0,80.0
996,Chikkabanavar,1.0,1200.0,1.0,20.0
997,ITPL,3.0,1200.0,3.0,56.12
998,Somasundara Palya,2.0,1255.0,2.0,67.0
999,Hegde Nagar,3.0,2112.95,4.0,145.0
1000,Raja Rajeshwari Nagar,1.0,600.0,1.0,22.0
1001,Haralur Road,3.0,1810.0,3.0,100.0
1002,Indira Nagar,2.0,1200.0,2.0,93.0
1003,Harlur,2.0,1033.0,2.0,49.0
1004,ITPL,3.0,1548.0,3.0,89.5
1008,Margondanahalli,2.0,2400.0,2.0,82.0
1009,Pattandur Agrahara,2.0,1025.0,2.0,44.5
1012,5th Phase JP Nagar,2.0,1256.0,2.0,62.8
1013,Whitefield,4.0,2268.0,3.0,163.0
1016,Attibele,1.0,400.0,1.0,12.0
1017,Chandapura,2.0,1400.0,2.0,60.0
1022,Sahakara Nagar,2.0,1100.0,2.0,56.0
1025,Horamavu Banaswadi,2.0,1460.0,2.0,80.5
1026,Rachenahalli,3.0,1530.0,2.0,74.5
1027,HSR Layout,2.0,1467.0,2.0,55.0
1028,other,1.0,950.0,1.0,40.0
1029,Vittasandra,2.0,1246.0,2.0,64.5
1030,Kanakapura,1.0,711.0,1.0,38.0
1031,Haralur Road,2.0,1194.0,2.0,46.0
1034,Hoodi,2.0,1420.0,2.0,75.0
1035,Kathriguppe,3.0,1250.0,2.0,68.75
1036,Akshaya Nagar,2.0,1280.0,2.0,58.0
1039,other,4.0,1215.0,4.0,205.0
1044,other,6.0,3968.0,5.0,900.0
1050,Iblur Village,3.0,3235.0,3.0,235.0
1052,HSR Layout,2.0,1140.0,2.0,46.0
1053,7th Phase JP Nagar,3.0,1500.0,3.0,170.0
1054,Horamavu Agara,3.0,1560.0,3.0,75.0
1055,JP Nagar,2.0,1100.0,2.0,70.0
1057,Hebbal,2.0,1036.0,2.0,50.0
1058,Akshaya Nagar,3.0,1662.0,3.0,85.1
1059,Yelachenahalli,3.0,1464.0,2.0,105.0
1060,Yelahanka,2.0,1234.0,2.0,80.0
1063,2nd Stage Nagarbhavi,6.0,3000.0,8.0,451.0
1065,Hebbal,4.0,3900.0,4.0,410.0
1067,Kanakapura,2.0,929.0,2.0,46.0
1068,2nd Stage Nagarbhavi,6.0,2400.0,8.0,450.0
1070,Vasanthapura,2.0,1135.0,2.0,39.73
1075,Kanakpura Road,2.0,1290.0,2.0,74.0
1077,other,3.0,1480.0,3.0,90.0
1078,other,9.0,3300.0,14.0,500.0
1081,Banashankari,3.0,1470.0,2.0,88.64
1082,Ananth Nagar,1.0,500.0,1.0,14.0
1084,other,3.0,1600.0,3.0,90.0
1085,other,2.0,720.0,2.0,120.0
1087,other,4.0,1200.0,4.0,135.0
1089,Channasandra,3.0,1340.0,2.0,48.33
1091,Jigani,2.0,918.0,2.0,48.0
1092,other,3.0,1500.0,3.0,115.0
1093,Yelahanka,2.0,1315.0,2.0,85.0
1095,Uttarahalli,3.0,1390.0,2.0,62.55
1096,Uttarahalli,3.0,1330.0,2.0,56.0
1097,Jalahalli,5.0,3100.0,4.0,265.0
1098,other,3.0,1824.0,3.0,125.0
1099,7th Phase JP Nagar,3.0,1420.0,2.0,96.0
1100,other,1.0,750.0,1.0,56.25
1101,Jalahalli East,3.0,1260.0,2.0,60.0
1102,Hennur Road,3.0,1561.0,3.0,95.0
1106,Haralur Road,2.0,1225.0,2.0,67.38
1107,Thanisandra,3.0,2144.0,3.0,135.0
1110,Hoodi,3.0,1639.0,3.0,110.0
1111,Thanisandra,3.0,1240.0,2.0,62.0
1113,Haralur Road,2.0,1243.0,2.0,46.0
1115,Haralur Road,2.0,1027.0,2.0,44.0
1116,Kambipura,3.0,1082.0,2.0,56.0
1117,Konanakunte,3.0,1637.0,3.0,73.0
1120,Electronic City,3.0,1691.0,2.0,102.0
1124,Hosakerehalli,4.0,3205.0,5.0,380.0
1125,Kammanahalli,5.0,1666.0,4.0,150.0
1126,Choodasandra,2.0,1115.0,2.0,50.0
1127,Mysore Road,2.0,1070.0,2.0,45.0
1128,Indira Nagar,2.0,1128.0,2.0,105.0
1131,Mahadevpura,2.0,1192.0,2.0,75.0
1132,Haralur Road,3.0,1920.0,3.0,115.0
1133,Hennur,2.0,1255.0,2.0,52.32
1134,Rajaji Nagar,2.0,1357.0,2.0,115.0
1137,Whitefield,4.0,2400.0,4.0,200.0
1139,Thanisandra,2.0,1093.0,2.0,70.0
1140,Basaveshwara Nagar,3.0,1865.0,3.0,145.0
1142,Kaikondrahalli,2.0,1039.0,2.0,80.0
1143,Vittasandra,2.0,1246.0,2.0,64.5
1146,other,4.0,4000.0,4.0,675.0
1147,Electronic City Phase II,2.0,775.0,2.0,38.0
1149,Hebbal Kempapura,3.0,1800.0,3.0,175.0
1150,Bommasandra,2.0,1035.0,2.0,41.0
1151,Dasarahalli,3.0,1520.0,2.0,75.0
1152,Whitefield,2.0,1360.0,2.0,95.0
1154,Kodigehaali,2.0,1117.0,2.0,56.0
1155,KR Puram,4.0,1200.0,4.0,120.0
1156,EPIP Zone,2.0,1330.0,2.0,92.5
1157,Marathahalli,3.0,1937.0,3.0,160.0
1158,Electronic City,2.0,1128.0,2.0,65.49
1159,Neeladri Nagar,2.0,1053.0,2.0,45.0
1160,Panathur,2.0,1198.0,2.0,77.0
1161,Marathahalli,2.0,1152.0,2.0,56.0
1163,Frazer Town,2.0,1625.0,2.0,75.0
1164,Kundalahalli,3.0,1397.0,3.0,105.0
1165,Yeshwanthpur,3.0,1523.0,3.0,170.0
1166,Kambipura,2.0,883.0,2.0,45.0
1167,Kaggalipura,1.0,700.0,1.0,38.0
1168,Yelahanka,2.0,1170.0,2.0,62.5
1170,other,3.0,2400.0,3.0,170.0
1172,Akshaya Nagar,3.0,1897.0,3.0,120.0
1173,Rachenahalli,2.0,996.0,2.0,67.0
1174,Haralur Road,3.0,1875.0,3.0,110.0
1175,other,3.0,1500.0,2.0,98.0
1176,other,3.0,3095.0,3.0,350.0
1177,Ambalipura,3.0,1390.0,2.0,175.0
1179,Yelahanka,1.0,697.0,1.0,45.0
1180,Sarjapur  Road,1.0,710.0,1.0,27.0
1182,Sompura,3.0,1025.0,2.0,48.0
1183,Magadi Road,2.0,1000.0,2.0,46.5
1184,Harlur,4.0,1200.0,4.0,244.0
1186,Sarjapur  Road,4.0,3335.0,5.0,300.0
1188,Bellandur,2.0,1281.0,2.0,74.0
1189,Cooke Town,1.0,565.0,1.0,35.0
1190,Varthur,2.0,1024.0,2.0,42.0
1193,Banashankari,3.0,1300.0,2.0,75.0
1194,Doddakallasandra,2.0,1233.0,2.0,43.0
1195,other,1.0,1200.0,1.0,28.0
1196,Hosur Road,3.0,1510.0,2.0,105.0
1197,Kaggalipura,2.0,950.0,2.0,65.0
1198,Battarahalli,3.0,1945.0,3.0,97.42
1199,Uttarahalli,2.0,1008.0,2.0,45.0
1200,Thanisandra,3.0,1265.0,2.0,79.0
1201,Hebbal,3.0,1255.0,2.0,77.68
1202,Kanakpura Road,4.0,2689.0,6.0,220.0
1203,Yelenahalli,2.0,1200.0,2.0,46.17
1205,Kudlu Gate,3.0,1535.0,3.0,85.0
1206,other,3.0,1500.0,3.0,100.0
1207,Chamrajpet,3.0,1475.0,2.0,120.0
1208,Uttarahalli,3.0,1390.0,2.0,60.47
1209,Raja Rajeshwari Nagar,3.0,1278.0,2.0,53.76
1213,Kogilu,2.0,1170.0,2.0,51.99
1214,Sahakara Nagar,3.0,1200.0,3.0,200.0
1215,Whitefield,3.0,1697.0,3.0,94.79
1216,Thanisandra,3.0,1651.0,3.0,97.38
1217,other,3.0,1560.0,3.0,188.0
1219,OMBR Layout,2.0,1078.0,2.0,65.0
1221,Kasavanhalli,2.0,1349.0,2.0,78.0
1223,7th Phase JP Nagar,3.0,1680.0,3.0,120.0
1224,Rayasandra,3.0,1314.0,2.0,63.0
1225,Garudachar Palya,2.0,1060.0,2.0,48.7
1226,Kalyan nagar,2.0,820.0,2.0,39.0
1231,ITPL,3.0,1200.0,3.0,68.4
1235,Yelahanka New Town,1.0,500.0,1.0,20.0
1236,other,1.0,485.0,1.0,15.0
1237,7th Phase JP Nagar,2.0,1050.0,2.0,42.0
1241,Devanahalli,2.0,1408.0,2.0,85.0
1242,Uttarahalli,2.0,1150.0,2.0,49.0
1243,Akshaya Nagar,3.0,1410.0,2.0,75.0
1244,Kaggadasapura,4.0,2150.0,4.0,100.0
1245,Koramangala,3.0,2292.0,4.0,275.0
1246,Malleshwaram,3.0,2006.0,3.0,297.0
1248,Ramamurthy Nagar,2.0,1040.0,2.0,50.0
1249,TC Palaya,2.0,1240.0,2.0,60.0
1251,Lakshminarayana Pura,2.0,1180.0,2.0,75.0
1252,Abbigere,6.0,2200.0,6.0,68.0
1253,Bannerghatta Road,2.0,1400.0,2.0,78.0
1254,Raja Rajeshwari Nagar,1.0,500.0,1.0,25.0
1255,Whitefield,4.0,4800.0,4.0,525.0
1256,Sarjapur  Road,3.0,1984.0,4.0,146.0
1257,Whitefield,4.0,3000.0,5.0,250.0
1258,Garudachar Palya,3.0,1960.0,3.0,160.0
1261,Whitefield,3.0,1700.0,3.0,115.0
1263,Tumkur Road,3.0,1586.0,3.0,100.0
1264,Hennur,3.0,2264.0,2.0,155.0
1265,Chikka Tirupathi,4.0,2325.0,4.0,120.0
1266,Yelahanka,2.0,1120.0,2.0,55.0
1268,Sarjapur  Road,2.0,1128.0,2.0,59.0
1270,Jigani,2.0,924.0,2.0,65.0
1272,Pai Layout,2.0,1006.0,2.0,35.0
1273,Amruthahalli,2.0,1200.0,2.0,55.0
1275,other,3.0,1200.0,3.0,130.0
1276,Kannamangala,2.0,957.0,2.0,56.0
1281,Whitefield,3.0,2842.0,3.0,162.0
1283,Electronics City Phase 1,1.0,630.0,1.0,39.0
1285,Kanakpura Road,3.0,1542.0,2.0,85.0
1286,Haralur Road,4.0,2750.0,4.0,220.0
1287,Iblur Village,4.0,3596.0,5.0,290.0
1288,Kengeri Satellite Town,3.0,1635.0,2.0,78.0
1289,Mysore Road,2.0,1239.0,2.0,53.0
1290,Haralur Road,2.0,1194.0,2.0,47.0
1291,other,3.0,1596.0,3.0,105.0
1292,Channasandra,2.0,1009.0,2.0,38.34
1293,Hosa Road,3.0,1726.0,3.0,81.99
1294,Kudlu Gate,3.0,1535.0,3.0,86.0
1295,Banashankari Stage V,3.0,1300.0,2.0,58.5
1296,Whitefield,4.0,3100.0,4.0,465.0
1298,Binny Pete,1.0,665.0,1.0,50.75
1300,TC Palaya,3.0,1500.0,2.0,100.0
1302,Old Airport Road,4.0,3356.0,4.0,251.0
1305,Begur,3.0,1419.0,2.0,59.0
1306,Kasavanhalli,2.0,1121.0,2.0,78.0
1308,KR Puram,2.0,1100.0,2.0,47.0
1312,Old Airport Road,2.0,1206.0,2.0,75.0
1319,Rachenahalli,1.0,680.0,1.0,44.0
1320,Hebbal,3.0,1355.0,3.0,83.87
1323,Electronic City,2.0,1070.0,2.0,56.1
1324,other,3.0,1200.0,3.0,85.0
1325,Electronic City,4.0,2000.0,4.0,120.0
1326,Bommanahalli,2.0,1200.0,2.0,40.0
1327,Marathahalli,3.0,1610.0,3.0,90.0
1328,Haralur Road,2.0,1140.0,2.0,43.0
1329,Raja Rajeshwari Nagar,2.0,1143.0,2.0,38.65
1330,Jakkur,4.0,3467.86,6.0,249.0
1331,Rachenahalli,3.0,1530.0,2.0,74.4
1332,7th Phase JP Nagar,2.0,980.0,2.0,69.0
1334,Whitefield,3.0,1500.0,3.0,130.0
1335,Whitefield,2.0,1280.0,2.0,75.0
1336,Thanisandra,2.0,1265.0,2.0,85.0
1339,JP Nagar,2.0,940.0,2.0,49.0
1340,other,3.0,1515.0,3.0,88.0
1341,Jigani,3.0,1300.0,3.0,150.0
1343,Electronic City,2.0,890.0,2.0,45.0
1345,Hennur Road,3.0,2060.0,3.0,149.0
1346,Bommanahalli,3.0,1730.0,3.0,96.0
1347,Yelahanka,3.0,2195.0,4.0,127.0
1348,Kathriguppe,3.0,1650.0,3.0,125.0
1349,KR Puram,2.0,1200.0,2.0,71.0
1350,Hosa Road,2.0,1079.0,2.0,32.37
1351,Panathur,2.0,1085.0,2.0,36.0
1353,Yelahanka,2.0,1075.0,2.0,51.5
1356,Thubarahalli,2.0,1200.0,2.0,78.0
1357,Benson Town,3.0,3200.0,4.0,350.0
1358,Hoodi,3.0,1639.0,3.0,98.32
1361,other,4.0,4346.0,5.0,500.0
1362,Old Madras Road,2.0,935.0,2.0,32.72
1363,Thanisandra,1.0,510.0,1.0,25.25
1368,2nd Phase Judicial Layout,3.0,1450.0,2.0,50.75
1369,BEML Layout,2.0,999.0,2.0,45.0
1372,Kothannur,2.0,1100.0,2.0,40.0
1375,Lingadheeranahalli,3.0,1519.0,3.0,93.0
1376,Dommasandra,3.0,1267.0,3.0,56.0
1377,Sanjay nagar,2.0,1150.0,2.0,72.2
1378,Marathahalli,2.0,1146.0,2.0,70.0
1382,other,3.0,2200.0,3.0,187.0
1383,other,3.0,3329.0,3.0,330.0
1384,Electronics City Phase 1,1.0,785.0,1.0,55.0
1385,Hebbal Kempapura,3.0,2900.0,4.0,300.0
1386,Raja Rajeshwari Nagar,3.0,1610.0,3.0,74.0
1387,Bellandur,2.0,921.0,2.0,40.0
1390,Sarjapur  Road,3.0,1700.0,3.0,110.0
1391,Sarjapur,2.0,1020.0,2.0,35.0
1392,Billekahalli,2.0,1090.0,2.0,52.0
1393,other,4.0,3600.0,4.0,300.0
1394,Haralur Road,2.0,1027.0,2.0,44.0
1396,Doddathoguru,2.0,850.0,2.0,25.0
1397,Harlur,2.0,1197.0,2.0,84.0
1398,other,4.0,3500.0,3.0,450.0
1399,Poorna Pragna Layout,2.0,920.0,2.0,39.55
1401,Raja Rajeshwari Nagar,2.0,1105.0,2.0,65.0
1403,Judicial Layout,3.0,1300.0,3.0,64.0
1405,Kodihalli,4.0,3073.0,5.0,696.0
1406,Horamavu Agara,2.0,755.0,2.0,37.49
1407,Nagasandra,5.0,4050.0,5.0,140.0
1409,Bannerghatta Road,2.0,1215.0,2.0,50.0
1411,Banashankari Stage III,2.0,1145.0,2.0,58.4
1414,Bannerghatta Road,3.0,1654.0,3.0,100.0
1415,NGR Layout,2.0,1105.0,2.0,52.48
1418,Devanahalli,2.0,1010.0,2.0,51.0
1420,other,3.0,1535.0,3.0,95.0
1421,Anekal,2.0,620.0,2.0,22.0
1422,Horamavu Agara,2.0,982.0,2.0,47.65
1423,Banashankari Stage II,2.0,1700.0,2.0,150.0
1425,JP Nagar,3.0,2500.0,3.0,135.0
1428,Yelahanka New Town,1.0,440.0,1.0,16.5
1429,Yelahanka,3.0,1614.0,3.0,95.0
1430,Neeladri Nagar,2.0,1363.0,2.0,68.0
1431,Kogilu,2.0,650.0,2.0,28.0
1433,Horamavu Banaswadi,2.0,1156.0,2.0,46.0
1438,KR Puram,2.0,1200.0,2.0,90.0
1439,other,1.0,700.0,1.0,150.0
1441,Kadugodi,3.0,1890.0,4.0,127.0
1442,other,3.0,2197.0,4.0,280.0
1443,Hebbal Kempapura,3.0,3522.0,3.0,380.0
1445,HRBR Layout,2.0,1440.0,2.0,98.0
1446,Kodichikkanahalli,1.0,650.0,1.0,38.0
1447,Budigere,1.0,764.0,1.0,32.0
1452,Singasandra,2.0,1030.0,2.0,55.0
1456,Thigalarapalya,2.0,1200.0,2.0,65.0
1457,Begur Road,2.0,1200.0,2.0,43.2
1458,Kasturi Nagar,2.0,1080.0,2.0,80.0
1460,Akshaya Nagar,3.0,1360.0,2.0,85.0
1461,Jakkur,3.0,1865.0,3.0,124.0
1462,Sarjapur  Road,3.0,1157.0,2.0,75.0
1463,Kammasandra,2.0,674.0,2.0,29.0
1464,Whitefield,3.0,1405.0,2.0,78.0
1465,Begur Road,2.0,1160.0,2.0,44.08
1466,other,4.0,1600.0,3.0,172.0
1467,Hebbal,3.0,1790.0,3.0,127.0
1468,Electronic City,2.0,1128.0,2.0,65.65
1469,Panathur,2.0,1180.0,2.0,70.0
1470,other,3.0,1450.0,2.0,85.0
1471,Kengeri,1.0,340.0,1.0,10.0
1472,other,4.0,2000.0,3.0,166.0
1474,Varthur,2.0,1125.0,2.0,40.0
1475,Vittasandra,2.0,1246.0,2.0,68.0
1476,HSR Layout,2.0,1372.0,2.0,61.0
1477,Uttarahalli,3.0,1330.0,2.0,56.0
1478,Binny Pete,3.0,2465.0,5.0,234.0
1479,Dasarahalli,2.0,1300.0,2.0,55.0
1480,other,2.0,1420.0,1.0,220.0
1482,Channasandra,2.0,1065.0,2.0,35.0
1484,Hebbal,2.0,687.325,2.0,42.72
1488,Uttarahalli,2.0,1200.0,2.0,44.0
1489,other,3.0,1756.0,3.0,100.0
1491,Yelahanka,1.0,628.0,1.0,24.0
1493,5th Phase JP Nagar,2.0,1207.0,2.0,63.0
1494,Kalena Agrahara,3.0,1765.0,3.0,125.0
1496,other,3.0,1532.0,3.0,92.0
1497,other,3.0,1650.0,3.0,110.0
1498,Horamavu Banaswadi,4.0,1200.0,4.0,105.0
1499,Bhoganhalli,2.0,804.1,2.0,69.09
1500,Doddathoguru,2.0,1200.0,2.0,75.0
1501,Kengeri,2.0,1197.0,2.0,50.0
1504,other,2.0,1010.0,2.0,148.0
1505,Whitefield,3.0,2225.0,3.0,115.0
1507,other,3.0,1525.0,2.0,122.0
1508,Ananth Nagar,2.0,1100.0,2.0,31.5
1510,Attibele,1.0,400.0,1.0,14.0
1511,Dommasandra,2.0,1200.0,2.0,50.0
1512,Whitefield,2.0,1272.0,2.0,95.05
1514,Kalena Agrahara,2.0,980.0,2.0,40.0
1515,Malleshpalya,2.0,1225.0,2.0,46.86
1517,Ramagondanahalli,3.0,1610.0,2.0,111.0
1518,Jalahalli,2.0,1694.0,2.0,125.0
1520,Kaggalipura,2.0,950.0,2.0,39.0
1523,Chandapura,2.0,1500.0,2.0,60.0
1525,Raja Rajeshwari Nagar,2.0,1258.0,2.0,63.53
1527,Thigalarapalya,2.0,1297.0,2.0,112.0
1528,Kundalahalli,2.0,1291.0,2.0,49.0
1530,Varthur,2.0,1012.0,2.0,66.5
1531,Mahadevpura,2.0,1260.0,2.0,57.6
1532,Sarjapur  Road,2.0,1282.0,2.0,72.0
1534,other,4.0,2400.0,3.0,200.0
1537,EPIP Zone,2.0,1330.0,2.0,86.98
1538,Konanakunte,3.0,1400.0,2.0,73.0
1539,Whitefield,2.0,1192.0,2.0,71.0
1540,other,2.0,1000.0,2.0,130.0
1541,Thigalarapalya,2.0,1297.0,2.0,103.0
1542,Sarjapur  Road,1.0,615.0,1.0,17.835
1544,Rayasandra,3.0,1373.0,3.0,72.0
1545,7th Phase JP Nagar,2.0,1035.0,2.0,41.39
1547,Doddakallasandra,2.0,1010.0,2.0,40.39
1548,Sarjapur,2.0,1195.0,2.0,42.0
1549,HSR Layout,3.0,1750.0,3.0,95.0
1550,Malleshpalya,2.0,1052.0,2.0,50.0
1551,Horamavu Banaswadi,2.0,1180.0,2.0,58.0
1552,Padmanabhanagar,5.0,3680.0,4.0,440.0
1555,Raja Rajeshwari Nagar,2.0,1128.0,2.0,38.24
1556,Ulsoor,3.0,2700.0,3.0,450.0
1557,JP Nagar,2.0,1120.0,2.0,33.6
1560,Kanakapura,2.0,1090.0,2.0,32.69
1561,Yelahanka,3.0,2710.0,3.0,251.0
1565,Banjara Layout,3.0,1294.0,2.0,48.0
1566,Begur,3.0,1580.0,3.0,75.0
1568,Chikka Tirupathi,3.0,1808.0,4.0,80.27
1569,Rajaji Nagar,4.0,3516.0,4.0,540.0
1570,Parappana Agrahara,2.0,1194.0,2.0,47.0
1574,Singasandra,4.0,3850.0,6.0,195.0
1576,Yelachenahalli,2.0,2400.0,1.0,150.0
1577,Koramangala,2.0,1290.0,2.0,100.0
1578,Yelahanka,6.0,3770.0,6.0,110.0
1579,other,3.0,1390.0,3.0,120.0
1581,Bisuvanahalli,2.0,845.0,2.0,33.0
1582,Yelahanka,3.0,1537.0,3.0,120.0
1589,Hebbal,3.0,1985.0,4.0,189.0
1594,Sarjapur,4.0,1200.0,5.0,110.0
1595,Ardendale,4.0,3198.0,4.0,200.0
1597,Hebbal,4.0,2483.0,5.0,215.0
1598,Begur,4.0,1550.0,4.0,130.0
1599,Sarjapur  Road,4.0,4111.0,4.0,310.0
1601,other,3.0,2500.0,3.0,250.0
1602,Rajiv Nagar,3.0,1690.0,3.0,125.0
1603,Hosa Road,2.0,1063.0,2.0,31.89
1604,Cooke Town,3.0,2572.0,3.0,390.0
1605,other,3.0,2200.0,4.0,350.0
1608,Bommanahalli,1.0,520.0,1.0,19.5
1610,Munnekollal,3.0,1390.0,3.0,68.0
1612,Sahakara Nagar,2.0,1219.0,2.0,48.0
1613,Kudlu Gate,3.0,1564.0,2.0,92.0
1614,Sarjapur  Road,4.0,3430.0,6.0,228.5
1615,Hosa Road,2.0,1100.0,2.0,37.1
1616,Kothannur,3.0,1300.0,2.0,60.0
1617,Chikkabanavar,3.0,1600.0,2.0,80.0
1619,Hennur Road,3.0,1482.0,2.0,92.0
1620,Marsur,3.0,1000.0,4.0,66.0
1621,Shampura,2.0,1200.0,2.0,53.0
1623,Kengeri,2.0,1200.0,2.0,58.0
1625,Nagarbhavi,3.0,2400.0,3.0,160.0
1626,Marathahalli,3.0,1469.0,3.0,89.0
1627,Kanakapura,1.0,551.0,1.0,30.0
1629,Balagere,2.0,1205.0,2.0,78.5
1631,Gubbalala,3.0,1745.0,3.0,125.0
1632,AECS Layout,2.0,1028.0,2.0,42.0
1633,Frazer Town,3.0,1700.0,3.0,180.0
1634,Karuna Nagar,3.0,1200.0,2.0,34.0
1635,Kodihalli,3.0,2700.0,4.0,270.0
1637,Ramamurthy Nagar,2.0,1200.0,3.0,72.0
1639,Electronic City Phase II,2.0,1266.0,2.0,59.0
1640,Mysore Road,2.0,1060.0,2.0,62.0
1641,other,3.0,1168.0,3.0,70.0
1643,Talaghattapura,3.0,2038.5,3.0,120.0
1644,Attibele,1.0,500.0,1.0,17.0
1645,Hulimavu,2.0,1080.0,2.0,43.2
1646,other,4.0,2100.0,4.0,155.0
1650,Harlur,2.0,1310.0,2.0,50.0
1651,Horamavu Agara,3.0,1650.0,2.0,75.0
1652,other,3.0,1515.0,3.0,93.93
1653,Raja Rajeshwari Nagar,2.0,1157.0,2.0,53.8
1658,Rachenahalli,3.0,1530.0,2.0,74.39
